TITLE;
DATA TYPE;INFRARED SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;25/03/18
TIME;14:04:58
SPECTROMETER/DATA SYSTEM;
LOCALE;9226
RESOLUTION;
DELTAX;0,964233
XUNITS;1/CM
YUNITS;ABSORBANCE
FIRSTX;  399,1927
LASTX; 4000,6047
NPOINTS;    3736
FIRSTY;     0,14677
MAXY;     0,19823
MINY;     0,00827
XYDATA
399,1927;0,146768
400,1569;0,145918
401,1211;0,145109
402,0854;0,144372
403,0496;0,143848
404,0138;0,143684
404,9781;0,143896
405,9423;0,144307
406,9065;0,144626
407,8708;0,144628
408,8350;0,1443
409,7992;0,143824
410,7635;0,143462
411,7277;0,143422
412,6919;0,143798
413,6562;0,144597
414,6204;0,145813
415,5846;0,147441
416,5489;0,149393
417,5131;0,151342
418,4773;0,152706
419,4416;0,153096
420,4058;0,152816
421,3700;0,152495
422,3343;0,152449
423,2985;0,152588
424,2627;0,152629
425,2270;0,152341
426,1912;0,151699
427,1554;0,150899
428,1197;0,15021
429,0839;0,149807
430,0481;0,149709
431,0124;0,149828
431,9766;0,15007
432,9408;0,150412
433,9051;0,150895
434,8693;0,151558
435,8335;0,152365
436,7978;0,153191
437,7620;0,15388
438,7262;0,154317
439,6905;0,154455
440,6547;0,154313
441,6189;0,153964
442,5832;0,153534
443,5474;0,15318
444,5116;0,153015
445,4759;0,153044
446,4401;0,153148
447,4043;0,15315
448,3686;0,152908
449,3328;0,152401
450,2970;0,151763
451,2613;0,151251
452,2255;0,15114
453,1897;0,151591
454,1540;0,152584
455,1182;0,153903
456,0824;0,155176
457,0467;0,155979
458,0109;0,156032
458,9751;0,155382
459,9394;0,154368
460,9036;0,153372
461,8678;0,152624
462,8321;0,152177
463,7963;0,151985
464,7605;0,151982
465,7248;0,152125
466,6890;0,152405
467,6532;0,152823
468,6175;0,153347
469,5817;0,15389
470,5459;0,154317
471,5102;0,154484
472,4744;0,154325
473,4386;0,153901
474,4029;0,153367
475,3671;0,152874
476,3313;0,152501
477,2956;0,152253
478,2598;0,1521
479,2240;0,152016
480,1883;0,152004
481,1525;0,152097
482,1167;0,152332
483,0810;0,152717
484,0452;0,153201
485,0094;0,153684
485,9737;0,154057
486,9379;0,154263
487,9021;0,154317
488,8664;0,154285
489,8306;0,154232
490,7948;0,154183
491,7591;0,154102
492,7233;0,153922
493,6875;0,153617
494,6518;0,153248
495,6160;0,152958
496,5802;0,152906
497,5445;0,153187
498,5087;0,153781
499,4729;0,15456
500,4372;0,155336
501,4014;0,155936
502,3656;0,156275
503,3299;0,156372
504,2941;0,156301
505,2583;0,156133
506,2226;0,15591
507,1868;0,155671
508,1510;0,155483
509,1153;0,155434
510,0795;0,155597
511,0437;0,155988
512,0080;0,15656
512,9722;0,157229
513,9365;0,15792
514,9007;0,158581
515,8649;0,159176
516,8292;0,159661
517,7934;0,159973
518,7576;0,16006
519,7219;0,159917
520,6861;0,159602
521,6503;0,159204
522,6146;0,158803
523,5788;0,15845
524,5430;0,158168
525,5073;0,157963
526,4715;0,157826
527,4357;0,157737
528,4000;0,157661
529,3642;0,157552
530,3284;0,157368
531,2927;0,15709
532,2569;0,156732
533,2211;0,156343
534,1854;0,155984
535,1496;0,155702
536,1138;0,155506
537,0781;0,155381
538,0423;0,155307
539,0065;0,155275
539,9708;0,155284
540,9350;0,155327
541,8992;0,155384
542,8635;0,155418
543,8277;0,155404
544,7919;0,155348
545,7562;0,155298
546,7204;0,155322
547,6846;0,155481
548,6489;0,155792
549,6131;0,156224
550,5773;0,156713
551,5416;0,157193
552,5058;0,157607
553,4700;0,157923
554,4343;0,158123
555,3985;0,158202
556,3627;0,158166
557,3270;0,158027
558,2912;0,157796
559,2554;0,157475
560,2197;0,157053
561,1839;0,156513
562,1481;0,155848
563,1124;0,155076
564,0766;0,154242
565,0408;0,153405
566,0051;0,152616
566,9693;0,151901
567,9335;0,151261
568,8978;0,150679
569,8620;0,150135
570,8262;0,149623
571,7905;0,149152
572,7547;0,148744
573,7189;0,148424
574,6832;0,148213
575,6474;0,14811
576,6116;0,148092
577,5759;0,148114
578,5401;0,148125
579,5043;0,148084
580,4686;0,147974
581,4328;0,147806
582,3970;0,147608
583,3613;0,147423
584,3255;0,147284
585,2897;0,147212
586,2540;0,147211
587,2182;0,147271
588,1824;0,14737
589,1467;0,147476
590,1109;0,147553
591,0751;0,147562
592,0394;0,147472
593,0036;0,147273
593,9678;0,146976
594,9321;0,14661
595,8963;0,146213
596,8605;0,145825
597,8248;0,145483
598,7890;0,145206
599,7532;0,144993
600,7175;0,144812
601,6817;0,144621
602,6459;0,144388
603,6102;0,144104
604,5744;0,143787
605,5386;0,143457
606,5029;0,143121
607,4671;0,142767
608,4313;0,142371
609,3956;0,141927
610,3598;0,141449
611,3240;0,140968
612,2883;0,140507
613,2525;0,140064
614,2167;0,139613
615,1810;0,139123
616,1452;0,138574
617,1094;0,137965
618,0737;0,137302
619,0379;0,136585
620,0021;0,135805
620,9664;0,134958
621,9306;0,134058
622,8948;0,133142
623,8591;0,13226
624,8233;0,131449
625,7875;0,130724
626,7518;0,130071
627,7160;0,129466
628,6802;0,128894
629,6445;0,128356
630,6087;0,127853
631,5729;0,127374
632,5372;0,126891
633,5014;0,126373
634,4656;0,125804
635,4299;0,125192
636,3941;0,124566
637,3583;0,12396
638,3226;0,1234
639,2868;0,122895
640,2510;0,122447
641,2153;0,122042
642,1795;0,121662
643,1437;0,121273
644,1080;0,120845
645,0722;0,120356
646,0364;0,119817
647,0007;0,119268
647,9649;0,118771
648,9291;0,118381
649,8934;0,118117
650,8576;0,117952
651,8218;0,117833
652,7861;0,117721
