TITLE;
DATA TYPE;INFRARED SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;25/04/01
TIME;11:01:47
SPECTROMETER/DATA SYSTEM;
LOCALE;9226
RESOLUTION;
DELTAX;0,964233
XUNITS;1/CM
YUNITS;ABSORBANCE
FIRSTX;  399,1927
LASTX; 4000,6047
NPOINTS;    3736
FIRSTY;     0,44747
MAXY;     0,48433
MINY;     0,01206
XYDATA
399,1927;0,447465
400,1569;0,449739
401,1211;0,45188
402,0854;0,453238
403,0496;0,453305
404,0138;0,451946
404,9781;0,449544
405,9423;0,446927
406,9065;0,445008
407,8708;0,444333
408,8350;0,444889
409,7992;0,446265
410,7635;0,447943
411,7277;0,44952
412,6919;0,450778
413,6562;0,451655
414,6204;0,452184
415,5846;0,452484
416,5489;0,452767
417,5131;0,453307
418,4773;0,45424
419,4416;0,455289
420,4058;0,455945
421,3700;0,455992
422,3343;0,455596
423,2985;0,455016
424,2627;0,454412
425,2270;0,453798
426,1912;0,453103
427,1554;0,452306
428,1197;0,451525
429,0839;0,451007
430,0481;0,450992
431,0124;0,451554
431,9766;0,452496
432,9408;0,453394
433,9051;0,453771
434,8693;0,453325
435,8335;0,452073
436,7978;0,450326
437,7620;0,448498
438,7262;0,446902
439,6905;0,445656
440,6547;0,444727
441,6189;0,444019
442,5832;0,443455
443,5474;0,44301
444,5116;0,442688
445,4759;0,442471
446,4401;0,442295
447,4043;0,442063
448,3686;0,441672
449,3328;0,441056
450,2970;0,440204
451,2613;0,439171
452,2255;0,438051
453,1897;0,436952
454,1540;0,435959
455,1182;0,435122
456,0824;0,434448
457,0467;0,433892
458,0109;0,433358
458,9751;0,43274
459,9394;0,431987
460,9036;0,431135
461,8678;0,430285
462,8321;0,429558
463,7963;0,429046
464,7605;0,428754
465,7248;0,428573
466,6890;0,4283
467,6532;0,427732
468,6175;0,426777
469,5817;0,425524
470,5459;0,424251
471,5102;0,423356
472,4744;0,423179
473,4386;0,423805
474,4029;0,425012
475,3671;0,426421
476,3313;0,427689
477,2956;0,4286
478,2598;0,429078
479,2240;0,429162
480,1883;0,428978
481,1525;0,428697
482,1167;0,428488
483,0810;0,428462
484,0452;0,428642
485,0094;0,428975
485,9737;0,429376
486,9379;0,429792
487,9021;0,430224
488,8664;0,430702
489,8306;0,431245
490,7948;0,431821
491,7591;0,432345
492,7233;0,432711
493,6875;0,432854
494,6518;0,432789
495,6160;0,432618
496,5802;0,432494
497,5445;0,43256
498,5087;0,432895
499,4729;0,433467
500,4372;0,434121
501,4014;0,434628
502,3656;0,434802
503,3299;0,434622
504,2941;0,43426
505,2583;0,433992
506,2226;0,434058
507,1868;0,434559
508,1510;0,435421
509,1153;0,436453
510,0795;0,437435
511,0437;0,438218
512,0080;0,438752
512,9722;0,439063
513,9365;0,439196
514,9007;0,439165
515,8649;0,438943
516,8292;0,438483
517,7934;0,437759
518,7576;0,436804
519,7219;0,435703
520,6861;0,434544
521,6503;0,433373
522,6146;0,432201
523,5788;0,431034
524,5430;0,429901
525,5073;0,428855
526,4715;0,427929
527,4357;0,427098
528,4000;0,426284
529,3642;0,425414
530,3284;0,424475
531,2927;0,42352
532,2569;0,42263
533,2211;0,421841
534,1854;0,421111
535,1496;0,420342
536,1138;0,419468
537,0781;0,418527
538,0423;0,417657
539,0065;0,417019
539,9708;0,416692
540,9350;0,416622
541,8992;0,416661
542,8635;0,41666
543,8277;0,416561
544,7919;0,416417
545,7562;0,416352
546,7204;0,416465
547,6846;0,416768
548,6489;0,41718
549,6131;0,417589
550,5773;0,417928
551,5416;0,418217
552,5058;0,418541
553,4700;0,418984
554,4343;0,419546
555,3985;0,420105
556,3627;0,420442
557,3270;0,420323
558,2912;0,419588
559,2554;0,418219
560,2197;0,416334
561,1839;0,414151
562,1481;0,411918
563,1124;0,409848
564,0766;0,408074
565,0408;0,406623
566,0051;0,405429
566,9693;0,404364
567,9335;0,403297
568,8978;0,402148
569,8620;0,40092
570,8262;0,399684
571,7905;0,398526
572,7547;0,397505
573,7189;0,396637
574,6832;0,395903
575,6474;0,395268
576,6116;0,3947
577,5759;0,394177
578,5401;0,393679
579,5043;0,393184
580,4686;0,392659
581,4328;0,392069
582,3970;0,391382
583,3613;0,390582
584,3255;0,389683
585,2897;0,388734
586,2540;0,387811
587,2182;0,386989
588,1824;0,386309
589,1467;0,385747
590,1109;0,385223
591,0751;0,384633
592,0394;0,383904
593,0036;0,383032
593,9678;0,382072
594,9321;0,381082
595,8963;0,380078
596,8605;0,37903
597,8248;0,377898
598,7890;0,37668
599,7532;0,375436
600,7175;0,374255
601,6817;0,373204
602,6459;0,372281
603,6102;0,371423
604,5744;0,37054
605,5386;0,369568
606,5029;0,368492
607,4671;0,367337
608,4313;0,366141
609,3956;0,364938
610,3598;0,36374
611,3240;0,362549
612,2883;0,361366
613,2525;0,360196
614,2167;0,359038
615,1810;0,357878
616,1452;0,356679
617,1094;0,355374
618,0737;0,353896
619,0379;0,352202
620,0021;0,350299
620,9664;0,348255
621,9306;0,346175
622,8948;0,344179
623,8591;0,342366
624,8233;0,340749
625,7875;0,339363
626,7518;0,338138
627,7160;0,336997
628,6802;0,335889
629,6445;0,3348
630,6087;0,333728
631,5729;0,332667
632,5372;0,331594
633,5014;0,330487
634,4656;0,32934
635,4299;0,328171
636,3941;0,32701
637,3583;0,325881
638,3226;0,324794
639,2868;0,323746
640,2510;0,322729
641,2153;0,321732
642,1795;0,320737
643,1437;0,319716
644,1080;0,31865
645,0722;0,317545
646,0364;0,316441
647,0007;0,315407
647,9649;0,314512
648,9291;0,313786
649,8934;0,313211
650,8576;0,312728
651,8218;0,312277
652,7861;0,311827
