TITLE;
DATA TYPE;INFRARED SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;25/03/26
TIME;20:19:03
SPECTROMETER/DATA SYSTEM;
LOCALE;9226
RESOLUTION;
DELTAX;0,964233
XUNITS;1/CM
YUNITS;ABSORBANCE
FIRSTX;  399,1927
LASTX; 4000,6047
NPOINTS;    3736
FIRSTY;     0,25533
MAXY;     0,31768
MINY;     0,01026
XYDATA
399,1927;0,255335
400,1569;0,254598
401,1211;0,253757
402,0854;0,252799
403,0496;0,251875
404,0138;0,251191
404,9781;0,250901
405,9423;0,251025
406,9065;0,251418
407,8708;0,251818
408,8350;0,251976
409,7992;0,251798
410,7635;0,251438
411,7277;0,251273
412,6919;0,251719
413,6562;0,253003
414,6204;0,255079
415,5846;0,257659
416,5489;0,260224
417,5131;0,262032
418,4773;0,262396
419,4416;0,261392
420,4058;0,259982
421,3700;0,25903
422,3343;0,258692
423,2985;0,258707
424,2627;0,258796
425,2270;0,258837
426,1912;0,258872
427,1554;0,258995
428,1197;0,259234
429,0839;0,259508
430,0481;0,259677
431,0124;0,259631
431,9766;0,25935
432,9408;0,258889
433,9051;0,25832
434,8693;0,25767
435,8335;0,256915
436,7978;0,256025
437,7620;0,255023
438,7262;0,254013
439,6905;0,253155
440,6547;0,252618
441,6189;0,252505
442,5832;0,252769
443,5474;0,253178
444,5116;0,25339
445,4759;0,253125
446,4401;0,252284
447,4043;0,250954
448,3686;0,249335
449,3328;0,247674
450,2970;0,246224
451,2613;0,245213
452,2255;0,244791
453,1897;0,244971
454,1540;0,245613
455,1182;0,24644
456,0824;0,247093
457,0467;0,247241
458,0109;0,246741
458,9751;0,245739
459,9394;0,244557
460,9036;0,243473
461,8678;0,242615
462,8321;0,242011
463,7963;0,241675
464,7605;0,241639
465,7248;0,241914
466,6890;0,242428
467,6532;0,24301
468,6175;0,243435
469,5817;0,243516
470,5459;0,243191
471,5102;0,242576
472,4744;0,241934
473,4386;0,24153
474,4029;0,241474
475,3671;0,241692
476,3313;0,242012
477,2956;0,242285
478,2598;0,242442
479,2240;0,242502
480,1883;0,242537
481,1525;0,242619
482,1167;0,242788
483,0810;0,243036
484,0452;0,243323
485,0094;0,243611
485,9737;0,243888
486,9379;0,244164
487,9021;0,24445
488,8664;0,244743
489,8306;0,245013
490,7948;0,245221
491,7591;0,245347
492,7233;0,245413
493,6875;0,245481
494,6518;0,245615
495,6160;0,245835
496,5802;0,246097
497,5445;0,246314
498,5087;0,246398
499,4729;0,246317
500,4372;0,246134
501,4014;0,245992
502,3656;0,246054
503,3299;0,246402
504,2941;0,246986
505,2583;0,247663
506,2226;0,248277
507,1868;0,248741
508,1510;0,249068
509,1153;0,249348
510,0795;0,249687
511,0437;0,250149
512,0080;0,250722
512,9722;0,251347
513,9365;0,251945
514,9007;0,252448
515,8649;0,252821
516,8292;0,253059
517,7934;0,253188
518,7576;0,253254
519,7219;0,253308
520,6861;0,253374
521,6503;0,253447
522,6146;0,253497
523,5788;0,253478
524,5430;0,253355
525,5073;0,253124
526,4715;0,252819
527,4357;0,252502
528,4000;0,252228
529,3642;0,252024
530,3284;0,251892
531,2927;0,251815
532,2569;0,251767
533,2211;0,251716
534,1854;0,251627
535,1496;0,251474
536,1138;0,251255
537,0781;0,250991
538,0423;0,250726
539,0065;0,250511
539,9708;0,250395
540,9350;0,250407
541,8992;0,250549
542,8635;0,250793
543,8277;0,251073
544,7919;0,251308
545,7562;0,251432
546,7204;0,251429
547,6846;0,251353
548,6489;0,251296
549,6131;0,25134
550,5773;0,251513
551,5416;0,251791
552,5058;0,252127
553,4700;0,252487
554,4343;0,252861
555,3985;0,253231
556,3627;0,25354
557,3270;0,25368
558,2912;0,253535
559,2554;0,253039
560,2197;0,252212
561,1839;0,251155
562,1481;0,249997
563,1124;0,248847
564,0766;0,247759
565,0408;0,246745
566,0051;0,245802
566,9693;0,244938
567,9335;0,244176
568,8978;0,243547
569,8620;0,243074
570,8262;0,242764
571,7905;0,242607
572,7547;0,242574
573,7189;0,242616
574,6832;0,242661
575,6474;0,242634
576,6116;0,242477
577,5759;0,242178
578,5401;0,241764
579,5043;0,241284
580,4686;0,240787
581,4328;0,240308
582,3970;0,23987
583,3613;0,239494
584,3255;0,239192
585,2897;0,238961
586,2540;0,238784
587,2182;0,238632
588,1824;0,238479
589,1467;0,238317
590,1109;0,238151
591,0751;0,237994
592,0394;0,237853
593,0036;0,237715
593,9678;0,237558
594,9321;0,237358
595,8963;0,237098
596,8605;0,236766
597,8248;0,236352
598,7890;0,235851
599,7532;0,235269
600,7175;0,23463
601,6817;0,233969
602,6459;0,233323
603,6102;0,232713
604,5744;0,232142
605,5386;0,231584
606,5029;0,231001
607,4671;0,230346
608,4313;0,229587
609,3956;0,228712
610,3598;0,22774
611,3240;0,226712
612,2883;0,225682
613,2525;0,224692
614,2167;0,223754
615,1810;0,22284
616,1452;0,221893
617,1094;0,220848
618,0737;0,21966
619,0379;0,218332
620,0021;0,216905
620,9664;0,215447
621,9306;0,21403
622,8948;0,212721
623,8591;0,211569
624,8233;0,210563
625,7875;0,209718
626,7518;0,208966
627,7160;0,208232
628,6802;0,207468
629,6445;0,206665
630,6087;0,205839
631,5729;0,205008
632,5372;0,20417
633,5014;0,203305
634,4656;0,202399
635,4299;0,201462
636,3941;0,200526
637,3583;0,199633
638,3226;0,198809
639,2868;0,198065
640,2510;0,1974
641,2153;0,196813
642,1795;0,196299
643,1437;0,195839
644,1080;0,195385
645,0722;0,194873
646,0364;0,194248
647,0007;0,193504
647,9649;0,192696
648,9291;0,191931
649,8934;0,191326
650,8576;0,190956
651,8218;0,190832
652,7861;0,190909
