TITLE;
DATA TYPE;INFRARED SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;25/03/17
TIME;14:54:43
SPECTROMETER/DATA SYSTEM;
LOCALE;9226
RESOLUTION;
DELTAX;0,964233
XUNITS;1/CM
YUNITS;ABSORBANCE
FIRSTX;  399,1927
LASTX; 4000,6047
NPOINTS;    3736
FIRSTY;     0,09405
MAXY;     0,14087
MINY;     0,01072
XYDATA
399,1927;0,0940506
400,1569;0,0934687
401,1211;0,0930991
402,0854;0,092931
403,0496;0,0930018
404,0138;0,0933707
404,9781;0,0940585
405,9423;0,0950013
406,9065;0,096058
407,8708;0,097075
408,8350;0,0979522
409,7992;0,0986615
410,7635;0,0992178
411,7277;0,0996414
412,6919;0,0999373
413,6562;0,100093
414,6204;0,100083
415,5846;0,099878
416,5489;0,099483
417,5131;0,0990154
418,4773;0,0987686
419,4416;0,0990496
420,4058;0,0998563
421,3700;0,100897
422,3343;0,1019
423,2985;0,102751
424,2627;0,103441
425,2270;0,103992
426,1912;0,104398
427,1554;0,104617
428,1197;0,104592
429,0839;0,10431
430,0481;0,103844
431,0124;0,103345
431,9766;0,102991
432,9408;0,102895
433,9051;0,103049
434,8693;0,103339
435,8335;0,103611
436,7978;0,103751
437,7620;0,103719
438,7262;0,103538
439,6905;0,103256
440,6547;0,102933
441,6189;0,10263
442,5832;0,102396
443,5474;0,102235
444,5116;0,102094
445,4759;0,101884
446,4401;0,101544
447,4043;0,101066
448,3686;0,100501
449,3328;0,0999232
450,2970;0,0994113
451,2613;0,0990257
452,2255;0,0988045
453,1897;0,0987635
454,1540;0,0988977
455,1182;0,0991785
456,0824;0,0995446
457,0467;0,0998929
458,0109;0,100091
458,9751;0,100025
459,9394;0,0996571
460,9036;0,0990317
461,8678;0,0982495
462,8321;0,0974434
463,7963;0,0967607
464,7605;0,0963264
465,7248;0,0961875
466,6890;0,0962808
467,6532;0,0964689
468,6175;0,0966262
469,5817;0,0967115
470,5459;0,0967781
471,5102;0,0969163
472,4744;0,0971584
473,4386;0,0974221
474,4029;0,0975576
475,3671;0,0974583
476,3313;0,0971361
477,2956;0,0967158
478,2598;0,0963718
479,2240;0,0962444
480,1883;0,0963748
481,1525;0,0966957
482,1167;0,0970828
483,0810;0,0974354
484,0452;0,097735
485,0094;0,0980407
485,9737;0,0984274
486,9379;0,0989165
487,9021;0,099457
488,8664;0,0999557
489,8306;0,100326
490,7948;0,100524
491,7591;0,100567
492,7233;0,100517
493,6875;0,100451
494,6518;0,100441
495,6160;0,100536
496,5802;0,100768
497,5445;0,101143
498,5087;0,101628
499,4729;0,102144
500,4372;0,102579
501,4014;0,102838
502,3656;0,102905
503,3299;0,102872
504,2941;0,102892
505,2583;0,103086
506,2226;0,103474
507,1868;0,103963
508,1510;0,104402
509,1153;0,104672
510,0795;0,104755
511,0437;0,104744
512,0080;0,104781
512,9722;0,104986
513,9365;0,105401
514,9007;0,105986
515,8649;0,10664
516,8292;0,107248
517,7934;0,107731
518,7576;0,108088
519,7219;0,108376
520,6861;0,10866
521,6503;0,108964
522,6146;0,109253
523,5788;0,109451
524,5430;0,109487
525,5073;0,109347
526,4715;0,109096
527,4357;0,108852
528,4000;0,108703
529,3642;0,108665
530,3284;0,108684
531,2927;0,108691
532,2569;0,108641
533,2211;0,108534
534,1854;0,108403
535,1496;0,10828
536,1138;0,108177
537,0781;0,108077
538,0423;0,10796
539,0065;0,107816
539,9708;0,107653
540,9350;0,1075
541,8992;0,107391
542,8635;0,107364
543,8277;0,107449
544,7919;0,107659
545,7562;0,107978
546,7204;0,108357
547,6846;0,108724
548,6489;0,109007
549,6131;0,109159
550,5773;0,109178
551,5416;0,109107
552,5058;0,109023
553,4700;0,109012
554,4343;0,109135
555,3985;0,109402
556,3627;0,109763
557,3270;0,110118
558,2912;0,110359
559,2554;0,110408
560,2197;0,110242
561,1839;0,109897
562,1481;0,109443
563,1124;0,108964
564,0766;0,108528
565,0408;0,108174
566,0051;0,107916
566,9693;0,10774
567,9335;0,107618
568,8978;0,10752
569,8620;0,10742
570,8262;0,107304
571,7905;0,107165
572,7547;0,107002
573,7189;0,106814
574,6832;0,106615
575,6474;0,106432
576,6116;0,106301
577,5759;0,10625
578,5401;0,106279
579,5043;0,106357
580,4686;0,10643
581,4328;0,10645
582,3970;0,106392
583,3613;0,106264
584,3255;0,106098
585,2897;0,105927
586,2540;0,105776
587,2182;0,105659
588,1824;0,10559
589,1467;0,105583
590,1109;0,105641
591,0751;0,105745
592,0394;0,105842
593,0036;0,105863
593,9678;0,105755
594,9321;0,105513
595,8963;0,105182
596,8605;0,104835
597,8248;0,104541
598,7890;0,104327
599,7532;0,104171
600,7175;0,104016
601,6817;0,103809
602,6459;0,103537
603,6102;0,103233
604,5744;0,102952
605,5386;0,102736
606,5029;0,102584
607,4671;0,102445
608,4313;0,102249
609,3956;0,101944
610,3598;0,10153
611,3240;0,101055
612,2883;0,100597
613,2525;0,100219
614,2167;0,0999412
615,1810;0,0997275
616,1452;0,0994998
617,1094;0,0991687
618,0737;0,0986749
619,0379;0,0980168
620,0021;0,0972462
620,9664;0,0964373
621,9306;0,0956551
622,8948;0,0949372
623,8591;0,0942916
624,8233;0,0937043
625,7875;0,0931582
626,7518;0,0926422
627,7160;0,0921576
628,6802;0,0917127
629,6445;0,0913121
630,6087;0,0909488
631,5729;0,0906062
632,5372;0,0902674
633,5014;0,0899255
634,4656;0,0895861
635,4299;0,0892608
636,3941;0,0889562
637,3583;0,0886682
638,3226;0,0883869
639,2868;0,0881065
640,2510;0,0878326
641,2153;0,0875794
642,1795;0,0873593
643,1437;0,0871724
644,1080;0,087005
