TITLE;
DATA TYPE;INFRARED SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;25/03/28
TIME;18:33:51
SPECTROMETER/DATA SYSTEM;
LOCALE;9226
RESOLUTION;
DELTAX;0,964233
XUNITS;1/CM
YUNITS;ABSORBANCE
FIRSTX;  399,1927
LASTX; 4000,6047
NPOINTS;    3736
FIRSTY;     0,28804
MAXY;     0,28804
MINY;     0,01298
XYDATA
399,1927;0,288041
400,1569;0,284896
401,1211;0,282259
402,0854;0,280628
403,0496;0,279904
404,0138;0,279718
404,9781;0,279675
405,9423;0,279557
406,9065;0,279422
407,8708;0,27952
408,8350;0,280032
409,7992;0,28084
410,7635;0,281518
411,7277;0,281592
412,6919;0,280898
413,6562;0,279703
414,6204;0,278538
415,5846;0,277946
416,5489;0,278325
417,5131;0,27972
418,4773;0,281555
419,4416;0,282769
420,4058;0,282764
421,3700;0,281861
422,3343;0,280698
423,2985;0,279706
424,2627;0,279074
425,2270;0,278845
426,1912;0,278984
427,1554;0,279391
428,1197;0,279914
429,0839;0,280355
430,0481;0,280495
431,0124;0,280148
431,9766;0,279237
432,9408;0,277854
433,9051;0,276255
434,8693;0,274778
435,8335;0,273693
436,7978;0,273073
437,7620;0,272765
438,7262;0,272495
439,6905;0,272031
440,6547;0,271309
441,6189;0,270463
442,5832;0,269751
443,5474;0,269391
444,5116;0,269401
445,4759;0,269587
446,4401;0,269697
447,4043;0,269584
448,3686;0,269274
449,3328;0,2689
450,2970;0,268595
451,2613;0,268389
452,2255;0,268187
453,1897;0,267829
454,1540;0,267207
455,1182;0,266355
456,0824;0,26547
457,0467;0,264855
458,0109;0,264739
458,9751;0,265084
459,9394;0,265587
460,9036;0,265886
461,8678;0,265767
462,8321;0,265209
463,7963;0,264342
464,7605;0,263362
465,7248;0,262451
466,6890;0,261716
467,6532;0,261173
468,6175;0,260789
469,5817;0,260535
470,5459;0,260404
471,5102;0,26038
472,4744;0,260403
473,4386;0,260362
474,4029;0,260156
475,3671;0,259748
476,3313;0,259185
477,2956;0,258572
478,2598;0,258045
479,2240;0,257727
480,1883;0,257691
481,1525;0,257921
482,1167;0,25831
483,0810;0,258694
484,0452;0,258936
485,0094;0,259012
485,9737;0,259033
486,9379;0,259162
487,9021;0,2595
488,8664;0,260006
489,8306;0,260512
490,7948;0,260808
491,7591;0,260766
492,7233;0,260419
493,6875;0,259937
494,6518;0,259499
495,6160;0,259186
496,5802;0,258969
497,5445;0,258788
498,5087;0,258637
499,4729;0,258598
500,4372;0,258792
501,4014;0,259272
502,3656;0,259946
503,3299;0,260592
504,2941;0,260985
505,2583;0,26102
506,2226;0,260755
507,1868;0,260356
508,1510;0,260006
509,1153;0,259822
510,0795;0,259821
511,0437;0,259942
512,0080;0,260104
512,9722;0,260252
513,9365;0,260375
514,9007;0,260486
515,8649;0,260594
516,8292;0,260672
517,7934;0,260659
518,7576;0,260489
519,7219;0,260142
520,6861;0,259662
521,6503;0,259132
522,6146;0,258631
523,5788;0,258208
524,5430;0,257861
525,5073;0,257542
526,4715;0,257181
527,4357;0,256727
528,4000;0,256175
529,3642;0,255564
530,3284;0,254951
531,2927;0,254383
532,2569;0,253883
533,2211;0,253445
534,1854;0,253041
535,1496;0,252638
536,1138;0,252219
537,0781;0,25179
538,0423;0,251378
539,0065;0,251022
539,9708;0,250749
540,9350;0,250565
541,8992;0,250445
542,8635;0,250346
543,8277;0,250222
544,7919;0,250042
545,7562;0,249806
546,7204;0,249538
547,6846;0,24927
548,6489;0,249025
549,6131;0,248814
550,5773;0,248644
551,5416;0,248536
552,5058;0,248522
553,4700;0,248616
554,4343;0,248784
555,3985;0,248924
556,3627;0,248907
557,3270;0,248632
558,2912;0,248085
559,2554;0,247334
560,2197;0,246488
561,1839;0,245635
562,1481;0,244798
563,1124;0,243958
564,0766;0,243088
565,0408;0,242192
566,0051;0,241315
566,9693;0,240515
567,9335;0,239839
568,8978;0,239298
569,8620;0,238875
570,8262;0,238539
571,7905;0,23826
572,7547;0,238011
573,7189;0,237766
574,6832;0,2375
575,6474;0,237191
576,6116;0,236832
577,5759;0,236423
578,5401;0,235972
579,5043;0,235489
580,4686;0,234984
581,4328;0,234471
582,3970;0,233972
583,3613;0,233507
584,3255;0,233088
585,2897;0,232711
586,2540;0,232361
587,2182;0,232021
588,1824;0,231682
589,1467;0,231343
590,1109;0,231013
591,0751;0,230702
592,0394;0,230419
593,0036;0,230166
593,9678;0,229925
594,9321;0,229662
595,8963;0,229333
596,8605;0,228901
597,8248;0,22836
598,7890;0,227737
599,7532;0,227087
600,7175;0,22646
601,6817;0,225869
602,6459;0,225286
603,6102;0,224664
604,5744;0,223973
605,5386;0,22322
606,5029;0,222441
607,4671;0,221665
608,4313;0,220891
609,3956;0,220086
610,3598;0,219224
611,3240;0,218329
612,2883;0,217483
613,2525;0,216791
614,2167;0,216312
615,1810;0,216
616,1452;0,215694
617,1094;0,215183
618,0737;0,214317
619,0379;0,213103
620,0021;0,211688
620,9664;0,21027
621,9306;0,208997
622,8948;0,207924
623,8591;0,207021
624,8233;0,206183
625,7875;0,205427
626,7518;0,204738
627,7160;0,204131
628,6802;0,20362
629,6445;0,203197
630,6087;0,202827
631,5729;0,202468
632,5372;0,202085
633,5014;0,201669
634,4656;0,201236
635,4299;0,200815
636,3941;0,200425
637,3583;0,200062
638,3226;0,199703
639,2868;0,199315
640,2510;0,198882
641,2153;0,198414
642,1795;0,197952
643,1437;0,197545
644,1080;0,197225
645,0722;0,196986
646,0364;0,196782
647,0007;0,196546
647,9649;0,196227
648,9291;0,195814
649,8934;0,195342
650,8576;0,194873
651,8218;0,194456
652,7861;0,194111
