TITLE;
DATA TYPE;INFRARED SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;25/03/04
TIME;16:07:10
SPECTROMETER/DATA SYSTEM;
LOCALE;9226
RESOLUTION;
DELTAX;0,964233
XUNITS;1/CM
YUNITS;ABSORBANCE
FIRSTX;  399,1927
LASTX; 4000,6047
NPOINTS;    3736
FIRSTY;     0,25171
MAXY;     0,29659
MINY;     0,00086
XYDATA
399,1927;0,251714
400,1569;0,250567
401,1211;0,248582
402,0854;0,246227
403,0496;0,243767
404,0138;0,241356
404,9781;0,239145
405,9423;0,237341
406,9065;0,236191
407,8708;0,235892
408,8350;0,236479
409,7992;0,237736
410,7635;0,239216
411,7277;0,24041
412,6919;0,241026
413,6562;0,241155
414,6204;0,241195
415,5846;0,241634
416,5489;0,242846
417,5131;0,244834
418,4773;0,247
419,4416;0,248443
420,4058;0,248868
421,3700;0,248792
422,3343;0,248832
423,2985;0,249209
424,2627;0,249754
425,2270;0,250117
426,1912;0,250042
427,1554;0,249562
428,1197;0,24899
429,0839;0,24873
430,0481;0,249044
431,0124;0,2499
431,9766;0,25097
432,9408;0,251764
433,9051;0,251858
434,8693;0,251101
435,8335;0,249714
436,7978;0,248194
437,7620;0,247084
438,7262;0,246735
439,6905;0,247198
440,6547;0,248248
441,6189;0,249476
442,5832;0,250415
443,5474;0,250707
444,5116;0,250238
445,4759;0,249148
446,4401;0,247728
447,4043;0,246281
448,3686;0,245047
449,3328;0,244161
450,2970;0,243644
451,2613;0,243414
452,2255;0,243334
453,1897;0,243282
454,1540;0,243203
455,1182;0,243098
456,0824;0,242969
457,0467;0,24276
458,0109;0,242365
458,9751;0,241728
459,9394;0,240946
460,9036;0,240246
461,8678;0,239873
462,8321;0,239968
463,7963;0,240503
464,7605;0,241262
465,7248;0,241909
466,6890;0,242145
467,6532;0,241845
468,6175;0,241103
469,5817;0,240163
470,5459;0,23931
471,5102;0,23877
472,4744;0,23862
473,4386;0,238765
474,4029;0,239004
475,3671;0,239145
476,3313;0,239093
477,2956;0,238875
478,2598;0,238607
479,2240;0,238438
480,1883;0,238472
481,1525;0,238706
482,1167;0,239031
483,0810;0,239295
484,0452;0,239413
485,0094;0,23943
485,9737;0,239488
486,9379;0,239711
487,9021;0,240114
488,8664;0,240601
489,8306;0,241035
490,7948;0,241329
491,7591;0,241482
492,7233;0,241547
493,6875;0,241565
494,6518;0,241531
495,6160;0,241427
496,5802;0,241295
497,5445;0,241252
498,5087;0,241439
499,4729;0,241918
500,4372;0,242601
501,4014;0,243268
502,3656;0,243698
503,3299;0,24383
504,2941;0,243798
505,2583;0,243831
506,2226;0,244089
507,1868;0,244564
508,1510;0,245111
509,1153;0,245558
510,0795;0,245842
511,0437;0,246059
512,0080;0,246407
512,9722;0,247074
513,9365;0,248125
514,9007;0,249446
515,8649;0,25075
516,8292;0,25166
517,7934;0,251881
518,7576;0,251369
519,7219;0,250369
520,6861;0,24926
521,6503;0,248355
522,6146;0,247788
523,5788;0,247525
524,5430;0,24744
525,5073;0,247396
526,4715;0,247317
527,4357;0,247186
528,4000;0,247001
529,3642;0,246725
530,3284;0,246291
531,2927;0,245657
532,2569;0,244858
533,2211;0,244015
534,1854;0,243286
535,1496;0,242778
536,1138;0,242504
537,0781;0,242388
538,0423;0,242341
539,0065;0,242311
539,9708;0,242304
540,9350;0,242355
541,8992;0,242492
542,8635;0,242717
543,8277;0,243019
544,7919;0,243396
545,7562;0,243855
546,7204;0,244396
547,6846;0,244987
548,6489;0,245567
549,6131;0,246069
550,5773;0,246466
551,5416;0,246783
552,5058;0,247082
553,4700;0,247422
554,4343;0,247806
555,3985;0,24817
556,3627;0,248386
557,3270;0,248314
558,2912;0,247839
559,2554;0,246916
560,2197;0,245577
561,1839;0,243929
562,1481;0,24213
563,1124;0,240351
564,0766;0,238731
565,0408;0,237344
566,0051;0,236196
566,9693;0,235249
567,9335;0,234455
568,8978;0,233784
569,8620;0,233223
570,8262;0,232762
571,7905;0,232373
572,7547;0,232014
573,7189;0,231648
574,6832;0,231265
575,6474;0,230888
576,6116;0,230562
577,5759;0,230315
578,5401;0,23014
579,5043;0,229987
580,4686;0,229795
581,4328;0,229522
582,3970;0,229164
583,3613;0,228764
584,3255;0,228394
585,2897;0,228132
586,2540;0,228031
587,2182;0,2281
588,1824;0,228289
589,1467;0,228501
590,1109;0,228616
591,0751;0,228534
592,0394;0,228223
593,0036;0,227734
593,9678;0,22718
594,9321;0,226668
595,8963;0,226251
596,8605;0,225904
597,8248;0,225547
598,7890;0,225091
599,7532;0,224484
600,7175;0,223741
601,6817;0,222933
602,6459;0,222153
603,6102;0,221471
604,5744;0,220908
605,5386;0,220434
606,5029;0,219978
607,4671;0,219459
608,4313;0,218813
609,3956;0,218025
610,3598;0,217142
611,3240;0,216268
612,2883;0,215525
613,2525;0,214994
614,2167;0,214657
615,1810;0,214372
616,1452;0,213909
617,1094;0,213045
618,0737;0,211684
619,0379;0,209913
620,0021;0,207952
620,9664;0,206036
621,9306;0,204327
622,8948;0,202884
623,8591;0,201684
624,8233;0,200624
625,7875;0,199727
626,7518;0,19894
627,7160;0,198225
628,6802;0,197547
629,6445;0,196885
630,6087;0,196232
631,5729;0,195598
632,5372;0,194999
633,5014;0,194441
634,4656;0,193917
635,4299;0,193411
636,3941;0,192903
637,3583;0,192379
638,3226;0,191834
639,2868;0,191267
640,2510;0,19068
641,2153;0,190086
642,1795;0,189504
643,1437;0,188955
644,1080;0,188459
645,0722;0,188019
646,0364;0,187626
647,0007;0,187263
647,9649;0,186914
648,9291;0,18657
649,8934;0,186233
650,8576;0,185923
651,8218;0,185674
652,7861;0,18554
