"species","sample","ind","loc","ring","year","comment","first_year","growth_years"
"BS","7","3","LaF","EW","1974",NA,1933,41
"BS","7","3","LaF","EW","1977",NA,1933,44
"BS","7","3","LaF","EW","1983",NA,1933,50
"BS","7","3","LaF","EW","1986",NA,1933,53
"BS","7","3","LaF","EW","1990",NA,1933,57
"BS","7","3","LaF","EW","1994",NA,1933,61
"BS","7","3","LaF","EW","1995",NA,1933,62
"BS","7","3","LaF","EW","1996",NA,1933,63
"BS","7","3","LaF","EW","1997",NA,1933,64
"BS","7","3","LaF","EW","1998",NA,1933,65
"BS","7","3","LaF","EW","2007",NA,1933,74
"BS","7","3","LaF","EW","2019",NA,1933,86
"BS","7","3","LaF","EW","2020",NA,1933,87
"BS","7","3","LaF","EW","2021",NA,1933,88
"BS","7","3","LaF","LW","1937",NA,1933,4
"BS","7","3","LaF","LW","1938",NA,1933,5
"BS","7","3","LaF","LW","1939","evtlMixed",1933,6
"BS","7","3","LaF","LW","1944","evtlMixed",1933,11
"BS","7","3","LaF","LW","1947","evtlMixed",1933,14
"BS","7","3","LaF","LW","1965","evtlMixed",1933,32
"BS","7","3","LaF","LW","1973","ganzevtlMixed",1933,40
"BS","8","1","LaF","EW","1978",NA,1960,18
"BS","8","1","LaF","EW","1979",NA,1960,19
"BS","8","1","LaF","EW","1980",NA,1960,20
"BS","8","1","LaF","EW","1981",NA,1960,21
"BS","8","1","LaF","EW","1982",NA,1960,22
"BS","8","1","LaF","EW","1983","evtlMixed",1960,23
"BS","8","1","LaF","EW","1984",NA,1960,24
"BS","8","1","LaF","EW","1987",NA,1960,27
"BS","8","1","LaF","EW","1990",NA,1960,30
"BS","8","1","LaF","EW","1993","evtlMixed",1960,33
"BS","8","1","LaF","EW","1994",NA,1960,34
"BS","8","1","LaF","EW","1995",NA,1960,35
"BS","8","1","LaF","EW","1998","ganzevtlMixed",1960,38
"BS","8","1","LaF","EW","2000","ganzevtlMixed",1960,40
"BS","8","1","LaF","EW","2001","ganzevtlMixed",1960,41
"BS","8","1","LaF","EW","2004",NA,1960,44
"BS","8","1","LaF","EW","2006",NA,1960,46
"BS","8","1","LaF","EW","2007",NA,1960,47
"BS","8","1","LaF","EW","2008","ganzevtlMixed",1960,48
"BS","8","1","LaF","EW","2011","evtlMixed",1960,51
"BS","8","1","LaF","EW","2013",NA,1960,53
"BS","8","1","LaF","EW","2014","evtlMixed",1960,54
"BS","8","1","LaF","EW","2015",NA,1960,55
"BS","8","1","LaF","EW","2016",NA,1960,56
"BS","8","1","LaF","EW","2017",NA,1960,57
"BS","8","1","LaF","EW","2018","evtlMixed",1960,58
"BS","8","1","LaF","EW","2020",NA,1960,60
"BS","8","1","LaF","EW","2021",NA,1960,61
"BS","8","1","LaF","EW","2022",NA,1960,62
"BS","8","1","LaF","LW","2002",NA,1960,42
"BS","8","1","LaF","LW","2003",NA,1960,43
"BS","8","1","LaF","LW","2004",NA,1960,44
"BS","8","1","LaF","LW","2009",NA,1960,49
"BS","8","1","LaF","LW","2012",NA,1960,52
"BS","8","1","LaF","LW","2017","evtlMixed",1960,57
"BS","8","2","LaF","EW","1973",NA,1953,20
"BS","8","2","LaF","EW","1974",NA,1953,21
"BS","8","2","LaF","EW","1975",NA,1953,22
"BS","8","2","LaF","EW","1976",NA,1953,23
"BS","8","2","LaF","EW","1979",NA,1953,26
"BS","8","2","LaF","EW","1982",NA,1953,29
"BS","8","2","LaF","EW","1983",NA,1953,30
"BS","8","2","LaF","EW","1987",NA,1953,34
"BS","8","2","LaF","EW","1990",NA,1953,37
"BS","8","2","LaF","EW","2001",NA,1953,48
"BS","8","2","LaF","EW","2004",NA,1953,51
"BS","8","2","LaF","EW","2005",NA,1953,52
"BS","8","2","LaF","EW","2009",NA,1953,56
"BS","8","2","LaF","EW","2011",NA,1953,58
"BS","8","2","LaF","EW","2014",NA,1953,61
"BS","8","2","LaF","EW","2016",NA,1953,63
"BS","8","2","LaF","EW","2020",NA,1953,67
"BS","8","2","LaF","EW","2021",NA,1953,68
"BS","8","2","LaF","EW","2022",NA,1953,69
"BS","8","2","LaF","LW","2003","evtlMixed",1953,50
"BS","8","2","LaF","LW","2012","evtlMixed",1953,59
"BS","8","2","LaF","LW","2020","evtlMixed",1953,67
"BS","8","2","LaF","LW","2021",NA,1953,68
"BS","8","3","LaF","EW","1979",NA,1963,16
"BS","8","3","LaF","EW","1980",NA,1963,17
"BS","8","3","LaF","EW","1981",NA,1963,18
"BS","8","3","LaF","EW","1982",NA,1963,19
"BS","8","3","LaF","EW","1986",NA,1963,23
"BS","8","3","LaF","EW","1988",NA,1963,25
"BS","8","3","LaF","EW","1995",NA,1963,32
"BS","8","3","LaF","EW","1997",NA,1963,34
"BS","8","3","LaF","EW","1999",NA,1963,36
"BS","8","3","LaF","EW","2001",NA,1963,38
"BS","8","3","LaF","EW","2002",NA,1963,39
"BS","8","3","LaF","EW","2003",NA,1963,40
"BS","8","3","LaF","EW","2004",NA,1963,41
"BS","8","3","LaF","EW","2010",NA,1963,47
"BS","8","3","LaF","EW","2014",NA,1963,51
"BS","8","3","LaF","EW","2019",NA,1963,56
"BS","8","3","LaF","EW","2020",NA,1963,57
"BS","8","3","LaF","EW","2023",NA,1963,60
"BS","8","3","LaF","LW","2002",NA,1963,39
"BS","8","3","LaF","LW","2008",NA,1963,45
"BS","8","3","LaF","LW","2014",NA,1963,51
"BS","8","3","LaF","LW","2015",NA,1963,52
"BS","8","3","LaF","LW","2017",NA,1963,54
"BS","8","3","LaF","LW","2018",NA,1963,55
"BS","8","3","LaF","LW","2019",NA,1963,56
"BS","8","3","LaF","LW","2020",NA,1963,57
"BS","8","3","LaF","LW","2022",NA,1963,59
"BS","8","4","LaF","EW","1968",NA,1965,3
"BS","8","4","LaF","EW","1970","evtlMixed",1965,5
"BS","8","4","LaF","EW","1972","Mixed",1965,7
"BS","8","4","LaF","EW","1973","Mixed",1965,8
"BS","8","4","LaF","EW","1975",NA,1965,10
"BS","8","4","LaF","EW","1976",NA,1965,11
"BS","8","4","LaF","EW","1977",NA,1965,12
"BS","8","4","LaF","EW","1979",NA,1965,14
"BS","8","4","LaF","EW","1980","evtlMixed",1965,15
"BS","8","4","LaF","EW","1984",NA,1965,19
"BS","8","4","LaF","EW","1987",NA,1965,22
"BS","8","4","LaF","EW","1991","Mixed",1965,26
"BS","8","4","LaF","EW","2000","Mixed",1965,35
"BS","8","4","LaF","EW","2002",NA,1965,37
"BS","8","4","LaF","EW","2004",NA,1965,39
"BS","8","4","LaF","EW","2005",NA,1965,40
"BS","8","4","LaF","EW","2013",NA,1965,48
"BS","8","4","LaF","EW","2015",NA,1965,50
"BS","8","4","LaF","EW","2016",NA,1965,51
"BS","8","4","LaF","EW","2019",NA,1965,54
"BS","8","4","LaF","EW","2020",NA,1965,55
"BS","8","4","LaF","EW","2021",NA,1965,56
"BS","8","4","LaF","EW","2024",NA,1965,59
"BS","8","4","LaF","LW","1981","evtlMixed",1965,16
"BS","8","4","LaF","LW","1993",NA,1965,28
